Date,Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Area,Crop_Yield
2020-01-16,Capsicum,Loamy,5.738425862809464,28.411060853840695,66.0587293102621,7.739148706299037,18.205764393338498,10.140796632828907,143.2642480604036,0.2475903017315182,1.4607827802159574
2020-01-17,Capsicum,Sandy,5.895514915847399,21.15292875543811,65.20748662754953,6.998729746494437,12.852443423067665,10.069575873032912,146.80840601876469,0.3969879475792955,2.342228890717844
2020-01-18,Capsicum,Sandy,6.1821833611219095,24.814747746542537,66.61033767597866,7.318596138828484,12.392110880342187,12.4012662045152,198.6355795505741,0.5177946012535072,3.0549881473956924
2020-01-19,Capsicum,Sandy,6.061528524234751,26.501776339444486,67.79872330666838,12.979431892533,17.86975799381201,11.008071971390853,142.53081503011532,0.1426646318708712,0.8417213280381401
2020-01-20,Capsicum,Sandy,5.878597882257455,26.781655661585827,69.28967456998664,10.63126593892047,10.563818538532315,12.602113679357537,160.40721005990636,0.6718963285419082,3.964188338397258
2020-01-21,Capsicum,Loamy,6.295408763139093,26.540259452296866,68.3346372372934,5.05770661292968,13.693826475825851,11.770432945283973,105.45396606751507,0.5346346882968602,3.154344660951476
2020-01-22,Capsicum,Loamy,5.681342018847654,22.075481035264975,67.17698161699876,9.293227657041951,15.058092225923296,10.285200248386483,184.221008021026,0.7631672137685387,4.502686561234379
2020-01-23,Capsicum,Sandy,5.879788043095783,23.39516470697345,69.7656005719707,9.078849268503587,15.603486743503234,19.093041464060494,164.81680489795434,0.3174244009529577,1.8728039656224509
2020-01-24,Capsicum,Sandy,5.976270396281799,23.86972420333611,68.59622600287916,6.139452694445435,17.286151567927767,10.082231313888915,140.40201028628135,0.8226568842154036,4.8536756168708814
2020-01-25,Capsicum,Loamy,6.092890979482147,27.435497661436038,69.65082601431276,11.761417886014572,13.548457234306582,17.360821443370853,101.61695399545198,0.8989554024243547,5.303836874303693
2020-01-26,Capsicum,Loamy,6.520728749810917,23.230078979316424,67.63793986636082,12.02097188379491,16.126843446746072,11.521478869195166,159.1668820593504,0.8354387507021396,4.929088629142624
2020-01-27,Capsicum,Loamy,5.759575916805868,22.685639710937625,66.2945213739657,12.208932190520976,15.853754227909564,19.122296219996002,101.26578284841622,0.7223139806665233,4.261652485932488
2020-01-28,Capsicum,Clay,6.168504769937695,28.65958415230477,65.26413343182361,12.28470945558592,15.47616100653747,18.92795939589886,100.12036139090179,0.7498950422990246,4.4243807495642455
2020-01-29,Capsicum,Clay,6.270138939520655,21.07090628090775,68.63042425741925,5.0005282693229685,16.40483293142212,16.539011463692574,161.60985621493546,0.5589953940356692,3.2980728248104487
2020-01-30,Capsicum,Clay,5.560385536535997,28.982566845455825,65.60651499002768,14.539208038467224,12.594491710680764,16.722341498006053,118.90170673345543,0.2521230903300884,1.4875262329475216
2020-01-31,Capsicum,Sandy,6.28980830747187,26.414570390859165,66.51387564135983,13.14208767054663,10.84648753584629,10.053391419696885,119.18875497180953,0.6416325481181738,3.785632033897226
2020-02-01,Capsicum,Clay,5.721681360793479,27.627754395592937,67.66235453941948,14.039816965892854,11.192716720397435,19.84871566113602,165.32715658327436,0.6702024016479452,3.954194169722877
2020-02-02,Capsicum,Sandy,5.584567070880864,23.356955170769545,67.82208293889875,5.156432953074342,12.245823826539011,18.778326035758145,105.36971879393742,0.8883081122143246,5.241017862064515
2020-02-03,Capsicum,Sandy,6.733551198429333,21.11452222133648,68.00291598493568,14.338587957857394,15.001979355227853,18.95106225730092,131.34055614745563,0.5330410530050574,3.144942212729839
2020-02-04,Capsicum,Clay,6.755321642996927,26.90295614849224,65.83127665174851,13.097885286881048,18.404427505460202,16.59244537050872,114.9431902142019,0.3170952120200451,1.870861750918266
2020-02-05,Capsicum,Sandy,6.550916552551399,27.673156776005406,66.89868702410824,13.372191429586984,17.01293342088384,13.447869286545366,158.0176369796534,0.6469380173916054,3.816934302610472
2020-02-06,Capsicum,Clay,5.895997899925382,26.923809055628155,68.08597113558483,5.932873847219685,17.890406042020473,18.93648649090481,166.1765154727396,0.8835006557331637,5.212653868825666
2020-02-07,Capsicum,Clay,5.626973748208299,22.142802298406707,69.84909432316893,12.387780289185976,13.509756239260913,12.915169281511924,172.11358535990433,0.2417711266152752,1.426449647030124
2020-02-08,Capsicum,Loamy,6.389502934465804,27.02742337805575,68.63815568849844,14.59916689642091,14.046537416485503,15.627115433422029,125.52312169185655,0.3607983348284821,2.1287101754880444
2020-02-09,Capsicum,Clay,6.072198241861481,27.151382256861126,69.61301878546979,11.785473414181606,13.93681885990613,10.997309723438825,108.9249751636584,0.5335047630181449,3.1476781018070548
2020-02-10,Capsicum,Loamy,5.658649705298212,26.26832412536044,68.81106029157088,10.705614046246064,11.918731844045015,19.2195563013275,107.86836569418978,0.2361717079056038,1.393413076643063
2020-02-11,Capsicum,Clay,6.1437299831446515,27.12892746236469,67.958584844462,14.45629677748997,10.61216658143572,11.407704577712133,142.61515484507237,0.1177765116159507,0.6948814185341091
2020-02-12,Capsicum,Clay,5.544705077449784,27.767371517421857,65.96011684568172,9.42937121734436,15.909160928272268,12.248968057304072,194.5844409062715,0.3695864979530004,2.180560337922703
2020-02-13,Capsicum,Loamy,6.682116522702417,25.908832913899666,68.33342825946256,10.992935663104788,19.89216683420586,15.58134158128215,121.77290342470246,0.7922966412008464,4.674550183084994
2020-02-14,Capsicum,Loamy,5.8364139760800215,21.708837711757432,68.11689782979954,9.763382934943662,11.668297049502629,17.640930002129814,125.67416013415493,0.1347747194589718,0.7951708448079341
2020-02-15,Capsicum,Clay,6.361278969660177,24.901022477337687,68.01234585228633,14.328462213602991,10.466848198992738,16.19351305936299,110.0888802105859,0.443143247213534,2.614545158559851
2020-02-16,Capsicum,Sandy,5.905224398916234,21.62119467737284,67.4489293399412,5.760847267655072,17.79531681823933,12.321339128001561,160.55702738939303,0.709760618340866,4.187587648211109
2020-02-17,Capsicum,Loamy,6.176088427531154,24.260344248259447,67.64328301994638,10.011197008253482,12.525860066847242,10.009430425274903,167.9872873947175,0.8625460775287083,5.089021857419379
2020-02-18,Capsicum,Sandy,6.210723363146263,24.256851913005022,66.67221263559053,11.869524413854382,18.296438053529286,17.57150580307439,164.293120816076,0.8883803192035459,5.241443883300921
2020-02-19,Capsicum,Sandy,5.740310792183185,21.52807875312193,67.59656346321151,12.91906538422237,17.039366670345153,19.852073259110938,186.11302430447813,0.4375755044869933,2.5816954764732607
2020-02-20,Capsicum,Sandy,6.760460016093926,23.790564271755834,65.9877795283924,10.830186474441364,19.456735370508046,18.099131203060907,148.64258350260718,0.860307435503294,5.075813869469435
2020-02-21,Capsicum,Loamy,6.507672670369448,21.88798479033052,69.02587198680189,14.08917744121454,14.08927235756672,14.602066181566153,113.44570407670645,0.128335178624691,0.7571775538856771
2020-02-22,Capsicum,Sandy,6.721348624033446,27.465881680073778,65.92888477349354,14.419914468838718,16.619698394506344,19.037672613991067,128.94051307044126,0.696733550398845,4.110727947353186
2020-02-23,Capsicum,Loamy,6.663275555555943,28.581504207715767,65.42483144944734,5.643192231935835,14.648547808132708,14.0984767311835,166.2429973421352,0.6141968277068903,3.623761283470653
2020-02-24,Capsicum,Sandy,6.277269972454411,21.57853180206351,67.18123013178578,9.023705395413744,16.305886973085435,15.249340842434675,161.31219737415597,0.2996174860689218,1.767743167806639
2020-02-25,Capsicum,Clay,6.698436505530052,28.64092165833361,68.2915371975303,5.234590217211545,14.495989060077374,14.771297673956832,153.10031297429626,0.5058548005437191,2.984543323207943
2020-02-26,Capsicum,Clay,5.615040252667495,25.18061279469396,67.18858412466771,8.29416657374443,11.886322464240749,14.47623872665525,168.29644186886873,0.2036429902083965,1.2014936422295397
2020-02-27,Capsicum,Loamy,5.7547777211448885,23.39652542363099,66.38377065975655,10.36868217970602,15.078974160033809,17.751907692939056,163.73908503732994,0.7972777207612488,4.703938552491368
2020-02-28,Capsicum,Clay,5.5587954755836995,21.614896602209306,67.7908559194522,14.107949305099488,15.285842014374424,15.267689072694921,188.1324889464952,0.3863184684365184,2.2792789637754587
2020-02-29,Capsicum,Clay,5.9229294299922435,25.00499414456334,66.735011677061,13.465543224654027,18.106038482601612,13.167171220252161,158.60163774782967,0.6008355763725732,3.5449299005981825
2020-03-01,Capsicum,Sandy,6.005280476596327,27.35612435592599,69.66433845063317,6.274997266719858,17.35520705793581,12.581581676584783,177.86013587005564,0.2270210290298098,1.339424071275878
2020-03-02,Capsicum,Loamy,5.852753741306064,26.656691818133584,69.61322569801786,5.930303747408957,16.63791623941444,10.377473169674333,124.87071559664679,0.2649318757049657,1.5630980666592975
2020-03-03,Capsicum,Sandy,6.577358761897508,21.40180809171179,67.51185909986047,10.89267338756667,11.133870955525726,15.831951618830459,167.8182584589068,0.8935650966425216,5.272034070190878
2020-03-04,Capsicum,Sandy,5.963779324701666,21.58321468294323,66.6394199700913,10.321179724587829,17.20616290663715,12.299614154010342,190.21941183826758,0.7024691155530635,4.144567781763075
2020-03-05,Capsicum,Sandy,5.865214862593595,24.222986261061095,68.68566206978319,7.663776414300239,15.003051563545148,11.48133922016383,138.5732327899833,0.8695774958192567,5.130507225333615
2020-03-06,Capsicum,Sandy,6.2055049081057225,23.362323952383548,65.18356471741534,13.994530845538351,18.940995361061592,16.538299638276776,177.91041873386467,0.3366809321696353,1.9864174998008488
2020-03-07,Capsicum,Sandy,5.683201492467191,22.859074584448383,67.37384503021826,14.273664094615537,19.198709341305428,16.812092578215488,172.47893011954352,0.2316503012958563,1.3667367776455523
2020-03-08,Capsicum,Sandy,6.542856074980252,23.24803599126971,66.68161697135167,9.026114383401628,10.551565906017855,17.52154892257666,105.95261968718225,0.5024547707830648,2.9644831476200824
2020-03-09,Capsicum,Sandy,5.596915836783702,27.427861946375078,69.60267942551278,13.903025571135204,18.206415603544787,15.035768963385916,158.1508309624072,0.4957346257818747,2.924834292113061
2020-03-10,Capsicum,Loamy,6.782953017580672,28.43382442905483,65.06001513636342,8.839488942629727,10.376973904226706,18.940546052038865,113.01893492008024,0.2399572110063903,1.4157475449377028
2020-03-11,Capsicum,Clay,6.503918200085654,24.24082155622053,67.76407437859174,12.368168318297002,13.671696256950227,19.36342753398228,196.7319172230591,0.6865756556651281,4.0507963684242565
2020-03-12,Capsicum,Sandy,5.758330385994424,28.248888017059976,68.70331790533314,9.75942217547724,15.42299975621079,18.073709397924894,181.1407502700656,0.3894220275509873,2.297589962550825
2020-03-13,Capsicum,Sandy,5.507178752260683,23.571965609983057,67.4250899376202,6.22583156507183,11.481007986271274,16.35593482008187,110.972380124712,0.2490921847444138,1.4696438899920417
2020-03-14,Capsicum,Sandy,6.560099856991284,24.811495890750333,65.4270151508136,14.279342012370217,17.46313812569077,13.037209535911886,112.17519976476784,0.3655867156346307,2.1569616222443213
2020-03-15,Capsicum,Sandy,6.4189145470019024,22.808231982528,69.86230695013951,9.540965933775366,10.083547041721385,19.829449216202214,159.4473854912619,0.5509269597080121,3.250469062277272
2020-03-16,Capsicum,Sandy,6.447709318453283,26.12380833740675,67.59005215688049,12.344870403224036,11.685990484340369,12.741361671919384,134.48891741731833,0.6811767457443546,4.0189427998916925
2020-03-17,Capsicum,Sandy,6.5026514506917295,28.83184892139847,68.07093122159506,8.671738144312922,15.807968298534757,12.02656921990431,103.49058590731093,0.4855127088459876,2.8645249821913272
2020-03-18,Capsicum,Clay,5.5962580472543175,25.82794476834703,66.18304891353753,5.188808785762347,17.143875620372924,14.421541137865827,154.1641507833053,0.5204759918626988,3.070808351989923
2020-03-19,Capsicum,Clay,5.9660054471075545,23.86251267290839,67.41749042553401,6.005303586918359,19.16643102693916,10.568405707123885,138.7845099685847,0.2111567487541987,1.2458248176497726
2020-03-20,Capsicum,Sandy,5.650629777382669,26.182539567924227,67.14574745979161,9.962194794899244,17.054966519346237,19.784944646717907,110.10764923717426,0.8317527397665857,4.907341164622856
2020-03-21,Capsicum,Clay,6.622034453638271,21.9833654277231,65.37447921000992,11.899643571263624,16.71779270254866,15.884335564164248,180.19203922559825,0.8429793583936356,4.97357821452245
2020-03-22,Capsicum,Loamy,6.310287564875825,28.109272642123187,65.53080176773733,8.34735326579279,13.943411463506642,15.569520916641753,191.50767652788062,0.6467412723344029,3.8157735067729774
2020-03-23,Capsicum,Sandy,5.930167432308444,25.02467160623869,69.18736259809387,11.954884591776503,10.012844255268014,16.5579627989972,175.659393401413,0.1141051271472197,0.6732202501685967
2020-03-24,Capsicum,Loamy,5.58262585537183,24.594797936317136,66.19909976103295,11.98635589431956,11.20159258735622,14.970236477772065,182.24223100162772,0.5296593727226608,3.124990299063699
2020-03-25,Capsicum,Loamy,5.904277018230361,25.686918307628154,65.97479135749315,12.039359073278307,15.345545447560392,10.320635170945415,121.64905672661173,0.6033751776708909,3.5599135482582565
2020-03-26,Capsicum,Sandy,5.922738318634771,25.99827090231522,67.5245572562507,9.925218540205083,16.751298858444198,16.123112888403966,126.3572950918601,0.8957233783664881,5.28476793236228
2020-03-27,Capsicum,Clay,6.448488031839483,21.574206449812102,68.84373565681257,14.14886150121504,14.174482838964625,17.161738769564305,120.85275402991877,0.8968535641558375,5.291436028519442
2020-03-28,Capsicum,Loamy,6.328824712761777,26.46093776978722,65.30973259289495,9.891965179806157,17.306790115283903,14.16749060624053,176.50634313655638,0.7860889882604459,4.637925030736631
2020-03-29,Capsicum,Sandy,6.653376565349224,22.935453442524235,67.88403959819128,9.502651934966382,15.218622953321788,17.57295572071193,194.7917078934497,0.1510647936208908,0.891282282363256
2020-03-30,Capsicum,Loamy,6.113879402710534,26.711621060052718,65.59605221420287,6.99380819010627,10.741761955943122,12.270012993384206,171.68372067339027,0.862621112622984,5.089464564475606
2020-03-31,Capsicum,Loamy,5.655472519719792,27.580278355073574,65.1823052541281,8.076550873563365,11.92016250967949,12.21276591066184,188.1466764879556,0.5901289977215993,3.4817610865574364
2020-04-01,Capsicum,Loamy,6.427218223389893,27.43166806042016,65.26371976081109,5.4233449251830335,18.399982232439427,11.614169876875739,163.86990948831726,0.7407094163833435,4.370185556661727
2020-04-02,Capsicum,Loamy,6.489020563201967,25.420007739263113,69.1708205410422,11.3353529361617,17.249127466244396,13.719947597891618,138.7659900558799,0.4257542797486828,2.511950250517229
2020-04-03,Capsicum,Clay,6.229660356840345,25.16135913848601,65.58986241814031,7.485357439270929,18.94761987012495,18.470120353890835,142.57616149303053,0.3557355769876719,2.098839904227264
2020-04-04,Capsicum,Loamy,6.502257333940929,22.143007690715294,65.22575682206146,8.041552544854651,11.175572491209365,18.27912062149064,107.53214321674048,0.4705953163870464,2.776512366683574
2020-04-05,Capsicum,Loamy,6.141934275273708,27.202769203225085,67.18949943571457,12.708145216643212,19.90222534615074,13.828242079635038,103.14571952460261,0.2174996103750615,1.2832477012128631
2020-04-06,Capsicum,Loamy,6.179552678196592,23.171275043573715,69.21996735971013,8.272211831614538,12.094067139499336,15.891187359802366,169.54756041890772,0.3856529110026448,2.275352174915605
2020-04-07,Capsicum,Clay,6.055803323866114,24.973563382543574,66.31204188244651,7.421958920131422,10.11779876286642,17.208163164749156,143.84288920111806,0.7860939998146229,4.637954598906275
2020-04-08,Capsicum,Loamy,5.533044864767324,23.274192743420134,67.10856308762958,6.6905774913370575,19.97422939053554,12.41206774628023,155.22150680546295,0.1303603890087052,0.7691262951513607
2020-04-09,Capsicum,Loamy,5.640258855091296,22.070626903997546,65.19961266281875,12.74858402181956,12.810738854451131,11.681410858947471,155.76612476224165,0.2207024374596836,1.3021443810121334
2020-04-10,Capsicum,Clay,5.540857941392755,26.03646157513389,67.24539257067438,6.297062579900269,16.6801945251256,19.720959932123108,127.73758133333014,0.2000929277195884,1.1805482735455717
2020-04-11,Capsicum,Clay,6.327333534642914,21.43465627858323,67.88806540318566,9.537537602503535,11.766823141763052,16.175573132096183,147.58925108294906,0.4224604341601824,2.4925165615450764
2020-04-12,Capsicum,Clay,5.9086627753992245,26.9891618730096,67.85453526876073,10.069301160771944,15.802285321991416,19.81415721833664,147.07602216677023,0.8975895207126894,5.295778172204868
2020-04-13,Capsicum,Loamy,6.1611418985141135,23.540694362088935,66.66213346087183,11.873899126857149,19.040349864545593,13.37755987132229,138.8427221227857,0.2386863441691061,1.4082494305977264
2020-04-14,Capsicum,Clay,6.679836416103921,21.001077544035883,66.57766590331568,11.332834823329954,13.201811674284386,17.030316999741316,182.06753834010703,0.2163861196794081,1.276678106108508
2020-04-15,Capsicum,Clay,5.8240798978935375,25.089033113897838,65.53311809468299,13.107206729451748,16.702539760443592,12.226036365412376,145.1164003687596,0.8320445838209236,4.9090630445434495
2020-04-16,Capsicum,Loamy,6.033497799946319,21.374815268220825,66.83399160323134,5.447514339262382,11.879035887984164,12.61200171273913,160.36445245059878,0.8056404135727726,4.753278440079359
2020-04-17,Capsicum,Clay,6.482216480105963,23.209356462567197,65.49747334436482,7.964407247793972,16.247953987187252,15.11902121269624,189.5520120380826,0.1257922959972435,0.742174546383737
2020-04-18,Capsicum,Loamy,5.797437615139109,26.65581189964573,68.83297972356026,7.801341187753797,13.364503518175102,13.196181255080713,186.62336228589226,0.701364768143452,4.138052132046368
2020-04-19,Capsicum,Sandy,5.600073882777431,21.501516972974926,69.83137148874093,6.4601690559210825,12.112082585879516,11.676215638405845,189.04222037791652,0.6243725611811437,3.683798110968748
2020-04-20,Capsicum,Clay,5.876676888787898,27.71470793884802,69.85037228333354,7.891782538564431,13.131820507036352,12.62880701989326,127.0004996465014,0.7141926478821672,4.213736622504786
2020-04-21,Capsicum,Sandy,5.709587673430206,21.030559381268667,69.32535549687697,8.097653141429035,11.788410685077993,10.357483944658647,103.49824883080629,0.4956019638367377,2.9240515866367525
2020-04-22,Capsicum,Loamy,6.708606948045345,22.97459095361522,68.0039607466981,10.218844619274783,19.01916107837883,17.044236214774866,126.10667998953292,0.8931033747586364,5.269309911075955
2020-04-23,Capsicum,Clay,6.550556493433742,26.92723244921657,68.50432848621939,11.63704478926256,13.971868863171288,14.921166570858617,127.87073456207087,0.1350776149687705,0.7969579283157464
2020-04-24,Capsicum,Loamy,6.3234248834635505,23.530161197834452,66.42602901340207,8.81100513611814,12.452793049743674,10.942430664045256,190.93603267249682,0.2874972691230446,1.6962338878259635
2020-04-25,Capsicum,Sandy,6.632898767244033,21.815139104528107,68.1538521008631,12.194702313133812,14.484078410159329,11.716939931284912,164.92427328379705,0.4172367895788921,2.461697058515464
2020-04-26,Capsicum,Loamy,6.544773699968848,23.881871350403422,67.27824774719939,8.3616533857958,13.205361668064956,11.02534538112644,108.17039596022288,0.4598223532525626,2.71295188419012
2020-04-27,Capsicum,Clay,5.742541076551847,23.163146291076202,67.41008669888467,7.9028367731476035,17.444192538133258,16.125928082758765,113.53785960111011,0.837093922159615,4.938854140741729
2020-04-28,Capsicum,Clay,6.660326698036971,27.741695217284438,68.78888280187579,10.411880558570244,19.712199118854944,10.942103636124937,115.56761255419754,0.5480034912618071,3.2332205984446625
2020-04-29,Capsicum,Sandy,6.201144914490346,23.506783340681146,66.40959177798626,5.2371636030579065,14.380336566976467,17.54282333035216,163.04217481689233,0.1360887964163151,0.8029238988562591
2020-04-30,Capsicum,Loamy,6.549672201713281,27.311459774208057,66.5901980584726,5.797891236340004,18.610333999722403,10.205109193203912,173.5414025507003,0.4262903707405295,2.5151131873691246
2020-05-01,Capsicum,Clay,6.664918689900541,28.134977158485878,69.62320895564318,9.17969543586527,15.658630735596194,12.49375787995892,185.96439105653963,0.4331923298952559,2.55583474638201
2020-05-02,Capsicum,Sandy,5.913404517463423,24.470539356612235,65.28112147425486,14.429127113917565,11.572356650942336,18.906666758919073,194.0636550806243,0.8723927507502278,5.147117229426344
2020-05-03,Capsicum,Clay,5.64306750188598,28.279545150835137,67.4281714920667,12.215117798434235,16.906227420813416,17.18531318122246,120.17045573864418,0.5793576728168865,3.418210269619631
2020-05-04,Capsicum,Clay,5.7963157113045245,24.018544431705543,69.56400400203931,5.8812656950055775,15.134344971258201,10.729683329256877,130.9772484724049,0.6085208569271511,3.5902730558701914
2020-05-05,Capsicum,Loamy,6.055240125214133,28.712627331920864,68.05181503909078,13.463180127808736,16.506065232521035,18.211261044851796,124.03228807448306,0.6706024250010166,3.956554307505999
2020-05-06,Capsicum,Clay,6.563419195699241,21.714316196204585,67.73203537106066,12.32300770608181,18.89687412571665,14.930351215402048,135.8761567466138,0.7160314525456987,4.224585570019622
2020-05-07,Capsicum,Loamy,6.618949758233247,26.496154132025943,66.24872089614678,11.109465257026532,14.404345706560461,18.467830271688292,191.46651074237494,0.6080408561619913,3.587441051355749
2020-05-08,Capsicum,Clay,5.509037769690548,24.95051232365543,66.71637744532224,13.202929606091772,19.011776232173556,16.007397744503933,157.51125669393616,0.2897554809071484,1.7095573373521755
2020-05-09,Capsicum,Sandy,6.163971493350836,24.101190443645176,69.26024207902347,9.041098477429571,17.50669014281655,16.818330320328588,173.8191897324499,0.7992367314729314,4.715496715690295
2020-05-10,Capsicum,Clay,6.042634304093412,26.061695029988808,67.79609065884229,7.215010508538527,14.886049258779847,19.935015603957083,149.0119236126782,0.6856958403285042,4.045605457938175
2020-05-11,Capsicum,Loamy,5.78874015361195,26.63085673307465,67.5737109687839,10.120233891087594,16.032221356579637,12.323355459240181,102.88579133361246,0.6934963880775646,4.091628689657632
2020-05-12,Capsicum,Loamy,5.655824977533787,21.03490615720247,65.49789856770015,10.488417555934738,13.255811325190114,16.23945574761388,106.41954859978144,0.8972453913877994,5.293747809188017
2020-05-13,Capsicum,Sandy,5.938899722824717,22.33562470997759,65.08014078227562,10.38326372009912,19.835972997387742,14.603213900573984,153.79230312678857,0.7420212278906527,4.377925244554851
2020-05-14,Capsicum,Clay,6.725782615086275,26.70436840507455,69.81842594343524,10.650737914801052,16.67351163050396,10.394519529226914,171.87890348200256,0.7633211225241227,4.503594622892324
2020-05-15,Capsicum,Clay,5.920163811626982,26.33108330862565,66.88493083643421,14.487049182391807,10.438468524966298,10.14470641502865,121.53305275287315,0.8611244125681268,5.080634034151949
2020-05-16,Capsicum,Sandy,6.174427808266376,28.728380041029418,68.01606531049752,14.022456230962314,13.266219057480088,11.192285778178586,172.1909573992304,0.2209071998791151,1.3033524792867792
2020-05-17,Capsicum,Clay,6.413924646563731,27.088302322006264,65.39857536593642,13.757170365589394,16.233144337590574,16.49091740538548,181.06657734835125,0.4981819011824543,2.939273216976481
2020-05-18,Capsicum,Clay,5.972718483093082,28.606181661850705,68.41557142861524,13.014168109086272,10.563332777992398,15.671630879133922,141.18974783621113,0.5644536188726301,3.330276351348518
2020-05-19,Capsicum,Loamy,6.763316707537249,26.620324012278456,69.6628335435298,14.434281072652851,10.238841913191427,15.534295611637274,174.6419232844105,0.3634205833779661,2.1441814419300003
2020-05-20,Capsicum,Clay,6.751181483424745,23.384417669115546,67.8783262649871,5.984946416794033,14.500242395278025,10.3185676252826,140.40299503284598,0.7715226751156045,4.551983783182067
2020-05-21,Capsicum,Clay,5.827316984572973,21.84291937800685,65.63057661187705,7.651232614457395,13.3269017969267,14.69302996360007,167.835062945502,0.7099356973165788,4.188620614167816
2020-05-22,Capsicum,Sandy,6.146423057660101,27.254590906759486,67.90860763736738,9.950559456545848,14.382986080331658,19.246228178425284,176.39970493195432,0.6767064596064992,3.9925681116783456
2020-05-23,Capsicum,Sandy,5.8911418027618,26.153193771807327,68.83173606552326,13.465344931234052,12.626933098800052,13.975918693106467,199.19266183081106,0.8977195518065335,5.296545355658548
2020-05-24,Capsicum,Loamy,5.870292642690708,21.38548809914637,67.0320826828701,10.051657115227323,11.64717746942981,16.249224697884564,134.5396662063596,0.3075050987267124,1.8142800824876035
2020-05-25,Capsicum,Clay,5.547953031560892,23.880403727207828,69.39918873970734,12.480347393415888,16.891433569803375,17.798186756231438,141.10407805746115,0.6883658013403371,4.061358227907989
2020-05-26,Capsicum,Clay,6.292433634173866,28.65439852387429,68.24341476678683,6.389599052489162,15.145711162678005,17.839252791418875,116.56200594101713,0.5411235799247205,3.192629121555851
2020-05-27,Capsicum,Clay,6.15348273019752,25.00320916568161,69.49624459144601,7.524138129765602,12.001542112493668,15.192800823952712,120.4073058401807,0.3503913459951009,2.0673089413710954
2020-05-28,Capsicum,Loamy,5.566922376624986,24.461833088157636,68.11752655623668,12.317760950376725,13.195894262599984,18.579519454023362,169.3395002598378,0.2284694965785006,1.347970029813154
2020-05-29,Capsicum,Loamy,5.862240403507595,24.661596841274353,65.65643986002412,6.6473400888772405,15.918079076633258,13.913780933637469,191.70455901544761,0.8167070696540377,4.818571710958823
2020-05-30,Capsicum,Sandy,6.6807456517566495,22.67106179204131,66.54845855552594,8.513559346549268,10.722293482724778,18.886932147847983,139.46049516612405,0.5763643861662763,3.4005498783810304
2020-05-31,Capsicum,Loamy,5.811430457867064,23.949657366918363,66.00897474126228,7.648662578135714,11.474530092661796,12.402271663955453,117.98444468355413,0.7599470701126357,4.483687713664551
